arm,merge_id,scenario_id,route_p3,p3_outcome,p3_reject_reason,p3_classification,predicted_outcome,predicted_reject_reason,predicted_classification,basis
pos,kongchen_swagger-maven-plugin__3d2ea22d07,kongchen_swagger-maven-plugin__3d2ea22d07__src_main_java_com_github_kongchen_swagger_docgen_reader_AbstractReader.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,learning-layers_socialsemanticserver__4ada3cddc3,learning-layers_socialsemanticserver__4ada3cddc3__serv_serv.custom_serv.custom.caller_src_main_java_at_tugraz_sss_serv_caller_SSServCaller.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,learning-layers_socialsemanticserver__4ada3cddc3,learning-layers_socialsemanticserver__4ada3cddc3__serv_serv.custom_serv.custom.ops_src_main_java_at_tugraz_sss_serv_SSServOpE.java,git,clean,,FP,clean,,FP,unchanged
pos,lwhite1_tablesaw__13178c81a1,lwhite1_tablesaw__13178c81a1__core_src_main_java_tech_tablesaw_api_DateTimeColumn.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,mashape_unirest-java__121f85b819,mashape_unirest-java__121f85b819__src_test_java_com_mashape_unirest_test_http_UnirestTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,mashape_unirest-java__b43fb95f4a,mashape_unirest-java__b43fb95f4a__src_test_java_com_mashape_unirest_test_http_UnirestTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,mbosecke_pebble__617aab328f,mbosecke_pebble__617aab328f__src_main_java_com_mitchellbosecke_pebble_extension_core_CoreExtension.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,mbosecke_pebble__617aab328f,mbosecke_pebble__617aab328f__src_test_java_com_mitchellbosecke_pebble_CoreTagsTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,mercadopago_sdk-java__b7498c6f9d,mercadopago_sdk-java__b7498c6f9d__src_main_java_com_mercadopago_client_payment_PaymentRefundClient.java,git,clean,,FP,clean,,FP,unchanged
pos,mikera_vectorz__d93ef1b341,mikera_vectorz__d93ef1b341__src_test_java_mikera_matrixx_TestMatrices.java,git,clean,,FP,clean,,FP,unchanged
pos,mitre_http-proxy-servlet__b7a68118f2,mitre_http-proxy-servlet__b7a68118f2__src_main_java_org_mitre_dsmiley_httpproxy_ProxyServlet.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,mixpanel_mixpanel-java__bcdd1ed28f,mixpanel_mixpanel-java__bcdd1ed28f__src_main_java_com_mixpanel_mixpanelapi_MixpanelAPI.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,monitorjbl_excel-streaming-reader__8698befdf4,monitorjbl_excel-streaming-reader__8698befdf4__src_main_java_com_monitorjbl_xlsx_impl_StreamingRow.java,git,clean,,TP,clean,,TP,unchanged
pos,monitorjbl_excel-streaming-reader__8698befdf4,monitorjbl_excel-streaming-reader__8698befdf4__src_test_java_com_monitorjbl_xlsx_StreamingReaderTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,movsim_movsim__00d5222b61,movsim_movsim__00d5222b61__src_main_java_org_movsim_simulator_roadSection_impl_RoadSectionImpl.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,movsim_movsim__6dae25caf7,movsim_movsim__6dae25caf7__core_src_main_java_org_movsim_SimulationScan.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,movsim_movsim__6dae25caf7,movsim_movsim__6dae25caf7__core_src_main_java_org_movsim_simulator_roadnetwork_RoadSegment.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,msopentech_azure-activedirectory-library-for-java__d3f143872b,msopentech_azure-activedirectory-library-for-java__d3f143872b__src_test_java_com_microsoft_aad_adal4j_AuthenticationContextTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,named-data_jndn__3d47402192,named-data_jndn__3d47402192__src_net_named_data_jndn_NetworkNack.java,git,clean,,FP,clean,,FP,unchanged
pos,named-data_jndn__e0db451bf1,named-data_jndn__e0db451bf1__src_net_named_data_jndn_Face.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__31737c1a10,ninjaframework_ninja__31737c1a10__ninja-servlet_src_main_java_ninja_servlet_ContextImpl.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__31737c1a10,ninjaframework_ninja__31737c1a10__ninja-servlet_src_test_java_ninja_servlet_ContextImplTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__45bb542cb4,ninjaframework_ninja__45bb542cb4__ninja-core_src_main_java_ninja_AssetsController.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,ninjaframework_ninja__45bb542cb4,ninjaframework_ninja__45bb542cb4__ninja-demo-application_src_test_java_controllers_ApplicationControllerTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,ninjaframework_ninja__663883c228,ninjaframework_ninja__663883c228__ninja-core_src_main_java_ninja_utils_NinjaProperties.java,git,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__663883c228,ninjaframework_ninja__663883c228__ninja-core_src_main_java_ninja_utils_NinjaPropertiesImpl.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__94b2365be3,ninjaframework_ninja__94b2365be3__ninja-core_src_main_java_ninja_Context.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,ninjaframework_ninja__94b2365be3,ninjaframework_ninja__94b2365be3__ninja-core_src_main_java_ninja_ContextImpl.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,northlander_a__c3f2865b88,northlander_a__c3f2865b88__src_test_java_co_nordlander_a_BaseTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,nuodb_migration-tools__2e1f6973c4,nuodb_migration-tools__2e1f6973c4__src_test_java_com_nuodb_tools_migration_jdbc_metamodel_DatabaseIntrospectorTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,nurkiewicz_java8-workshop__f5918aa79c,nurkiewicz_java8-workshop__f5918aa79c__src_main_java_com_nurkiewicz_java8_holidays_PolishHolidays.java,git,clean,,FP,clean,,FP,unchanged
pos,nysenate_openlegislation__9c7cf034c1,nysenate_openlegislation__9c7cf034c1__src_main_java_gov_nysenate_openleg_search_committee_ElasticCommitteeSearchDao.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,okleine_ncoap__99de16a6d2,okleine_ncoap__99de16a6d2__src_main_java_de_uniluebeck_itm_spitfire_nCoap_message_CoapRequest.java,git,clean,,FP,clean,,FP,unchanged
pos,onebusaway_onebusaway-application-modules__915e2f3ffe,onebusaway_onebusaway-application-modules__915e2f3ffe__onebusaway-transit-data-federation_src_main_java_org_onebusaway_transit_data_federation_impl_beans_StopWithArrivalsAndDeparturesBeanServiceImpl.java,git,clean,,FP,clean,,FP,unchanged
pos,onebusaway_onebusaway-application-modules__e779e9fce1,onebusaway_onebusaway-application-modules__e779e9fce1__onebusaway-transit-data_src_main_java_org_onebusaway_transit_data_model_ArrivalsAndDeparturesQueryBean.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,openhft_chronicle-bytes__5bad7e86ea,openhft_chronicle-bytes__5bad7e86ea__src_main_java_net_openhft_chronicle_bytes_NativeBytes.java,git,clean,,FP,clean,,FP,unchanged
pos,openhft_chronicle-bytes__a9e7269a84,openhft_chronicle-bytes__a9e7269a84__src_main_java_net_openhft_chronicle_bytes_MappedFile.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,openhft_chronicle-bytes__e3ac571d25,openhft_chronicle-bytes__e3ac571d25__src_test_java_net_openhft_chronicle_bytes_BytesTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,openhft_chronicle-network__fb39c8ca3b,openhft_chronicle-network__fb39c8ca3b__src_main_java_net_openhft_chronicle_network_cluster_Cluster.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,openpnp_openpnp__93126880a6,openpnp_openpnp__93126880a6__src_main_java_org_openpnp_gui_MainFrame.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,openpnp_openpnp__a3cca4daba,openpnp_openpnp__a3cca4daba__src_main_java_org_openpnp_machine_reference_ReferenceNozzle.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,openpnp_openpnp__a3cca4daba,openpnp_openpnp__a3cca4daba__src_main_java_org_openpnp_machine_reference_ReferenceNozzleTip.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,openpnp_openpnp__fb30708fe0,openpnp_openpnp__fb30708fe0__src_main_java_org_openpnp_machine_reference_driver_GcodeDriver.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,prism_prism-bukkit__15140fadb2,prism_prism-bukkit__15140fadb2__src_main_java_me_botsko_prism_Prism.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,prism_prism-bukkit__6dfb9ef0cf,prism_prism-bukkit__6dfb9ef0cf__src_main_java_me_botsko_prism_commands_NearCommand.java,git,clean,,FP,clean,,FP,unchanged
pos,prism_prism-bukkit__74927cacad,prism_prism-bukkit__74927cacad__src_main_java_me_botsko_prism_actionlibs_ActionsQuery.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,prism_prism-bukkit__74927cacad,prism_prism-bukkit__74927cacad__src_main_java_me_botsko_prism_database_DeleteQuery.java,git,clean,,FP,clean,,FP,unchanged
pos,progether_jadventure__9ce4a7106c,progether_jadventure__9ce4a7106c__src_main_java_com_jadventure_game_navigation_LocationType.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,progether_jadventure__9ce4a7106c,progether_jadventure__9ce4a7106c__src_main_java_com_jadventure_game_prompts_CommandCollection.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,progether_jadventure__e28401af85,progether_jadventure__e28401af85__src_main_java_com_jadventure_game_prompts_CommandParser.java,git,conflict,semantic,FN,conflict,semantic,FN,git-routed-flag (verify locally pre-launch)
pos,projectblueshift_blueshiftapi__004679e5bb,projectblueshift_blueshiftapi__004679e5bb__src_main_java_net_tridentsdk_chat_ChatComponent.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,recruit-tech_redpen__58d3096f6c,recruit-tech_redpen__58d3096f6c__redpen-core_src_test_java_cc_redpen_parser_SentenceExtractorTest.java,git,clean,,FP,clean,,FP,unchanged
pos,relayrides_pushy__6badde9538,relayrides_pushy__6badde9538__src_main_java_com_relayrides_pushy_apns_PushManager.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,sailthru_sailthru-java-client__ee1f917600,sailthru_sailthru-java-client__ee1f917600__src_main_com_sailthru_client_exceptions_ApiException.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,samskivert_jmustache__940af397c4,samskivert_jmustache__940af397c4__src_main_java_com_samskivert_mustache_Mustache.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,sander2798_enderstone__3de930e0ed,sander2798_enderstone__3de930e0ed__src_org_enderstone_server_entity_EnderPlayer.java,git,clean,,FP,clean,,FP,unchanged
pos,sander2798_enderstone__b515bac1b0,sander2798_enderstone__b515bac1b0__src_org_enderstone_server_packet_codec_MinecraftServerCodex.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,sandergielisse_enderstone__3de930e0ed,sandergielisse_enderstone__3de930e0ed__src_org_enderstone_server_entity_EnderPlayer.java,git,clean,,FP,clean,,FP,unchanged
pos,sandergielisse_enderstone__b515bac1b0,sandergielisse_enderstone__b515bac1b0__src_org_enderstone_server_packet_codec_MinecraftServerCodex.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,segmentio_analytics-java__0d4a7b4e69,segmentio_analytics-java__0d4a7b4e69__analytics_src_main_java_com_segment_analytics_internal_AnalyticsClient.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,segmentio_analytics-java__0d4a7b4e69,segmentio_analytics-java__0d4a7b4e69__analytics_src_test_java_com_segment_analytics_internal_AnalyticsClientTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,skyscreamer_nevado__cdc23cde46,skyscreamer_nevado__cdc23cde46__nevado-jms_src_main_java_org_skyscreamer_nevado_jms_connector_amazonaws_AmazonAwsSQSConnectorFactory.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,softinstigate_restheart__98dda32101,softinstigate_restheart__98dda32101__graphql_src_main_java_org_restheart_graphql_GraphQLService.java,mergiraf,conflict,semantic,TN,conflict,semantic,TN,unchanged
pos,softinstigate_restheart__b196d4fc15,softinstigate_restheart__b196d4fc15__graphql_src_main_java_org_restheart_graphql_scalars_BsonScalars.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,softinstigate_restheart__d8673744dc,softinstigate_restheart__d8673744dc__src_main_java_org_restheart_handlers_RequestContext.java,git,clean,,FP,clean,,FP,unchanged
pos,softinstigate_restheart__d8673744dc,softinstigate_restheart__d8673744dc__src_main_java_org_restheart_handlers_RequestDispatcherHandler.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,sps_pushover4j__88cd636fab,sps_pushover4j__88cd636fab__src_main_java_net_pushover_client_PushoverResponseFactory.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,sps_pushover4j__88cd636fab,sps_pushover4j__88cd636fab__src_test_java_net_pushover_client_PushoverResponseFactoryTest.java,git,clean,,FP,clean,,FP,unchanged
pos,square_javapoet__d019b6f624,square_javapoet__d019b6f624__src_main_java_com_squareup_javawriter_JavaWriter.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,square_javapoet__d019b6f624,square_javapoet__d019b6f624__src_test_java_com_squareup_javawriter_JavaWriterTest.java,git,clean,,FP,clean,,FP,unchanged
pos,sstrickx_yahoofinance-api__216ad70070,sstrickx_yahoofinance-api__216ad70070__src_main_java_stockagent_RuleBasedAgent.java,git,clean,,FP,clean,,FP,unchanged
pos,steveice10_mcprotocollib__5c8a435832,steveice10_mcprotocollib__5c8a435832__src_main_java_com_github_steveice10_mc_protocol_data_message_style_MessageStyle.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,steveice10_packetlib__295cf3e47a,steveice10_packetlib__295cf3e47a__src_main_java_com_github_steveice10_packetlib_tcp_TcpClientSession.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,swagger-api_swagger-parser__41ccee4da3,swagger-api_swagger-parser__41ccee4da3__modules_swagger-parser-v3_src_test_java_io_swagger_v3_parser_test_OpenAPIV3ParserTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,swagger-api_swagger-parser__59a85a29da,swagger-api_swagger-parser__59a85a29da__modules_swagger-parser-v3_src_test_java_io_swagger_v3_parser_test_OpenAPIV3ParserTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,tabulapdf_tabula-java__767699f3aa,tabulapdf_tabula-java__767699f3aa__src_main_java_technology_tabula_detectors_RegexSearch.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,tabulapdf_tabula-java__767699f3aa,tabulapdf_tabula-java__767699f3aa__src_test_java_technology_tabula_TestRegexSearch.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,tcurdt_jdeb__77d052996a,tcurdt_jdeb__77d052996a__src_main_java_org_vafer_jdeb_DataBuilder.java,mergiraf,conflict,semantic,TN,clean,,FP,postfix2-fix (5ed92a2+f964354)
pos,tcurdt_jdeb__77d052996a,tcurdt_jdeb__77d052996a__src_test_java_org_vafer_jdeb_DataBuilderTestCase.java,git,clean,,FP,clean,,FP,unchanged
pos,thenewcircle_spring-hibernate-20120924__7ec9c1b4bb,thenewcircle_spring-hibernate-20120924__7ec9c1b4bb__src_main_java_com_marakana_contacts_controllers_ContactController.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
pos,tridentsdk_tridentsdk__004679e5bb,tridentsdk_tridentsdk__004679e5bb__src_main_java_net_tridentsdk_chat_ChatComponent.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,tumblr_jumblr__31bd6f8335,tumblr_jumblr__31bd6f8335__src_main_java_com_tumblr_jumblr_exceptions_JumblrException.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,tumblr_jumblr__31bd6f8335,tumblr_jumblr__31bd6f8335__src_main_java_com_tumblr_jumblr_request_RequestBuilder.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,urbanairship_datacube__b8bef94f4d,urbanairship_datacube__b8bef94f4d__src_main_java_com_urbanairship_datacube_DataCubeIo.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,urbanairship_datacube__b8bef94f4d,urbanairship_datacube__b8bef94f4d__src_main_java_com_urbanairship_datacube_dbharnesses_HBaseDbHarness.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,urbanairship_java-library__bbe0297a10,urbanairship_java-library__bbe0297a10__src_test_java_com_urbanairship_api_customevents_model_CustomEventPayloadTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,urbanairship_java-library__bbe0297a10,urbanairship_java-library__bbe0297a10__src_test_java_com_urbanairship_api_customevents_parse_CustomEventPayloadSerializerTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,uwolfer_gerrit-rest-java-client__8e688db702,uwolfer_gerrit-rest-java-client__8e688db702__src_main_java_com_urswolfer_gerrit_client_rest_http_GerritRestClient.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,vkostyukov_la4j__d216aa8928,vkostyukov_la4j__d216aa8928__src_main_java_org_la4j_vector_AbstractVector.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,vkostyukov_la4j__d216aa8928,vkostyukov_la4j__d216aa8928__src_test_java_org_la4j_vector_sparse_SparseVectorTest.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,vojtechhabarta_typescript-generator__51835d3c16,vojtechhabarta_typescript-generator__51835d3c16__typescript-generator-spring_src_test_java_cz_habarta_typescript_generator_spring_SpringTest.java,git,clean,,FP,clean,,FP,unchanged
pos,warmuuh_libsass-maven-plugin__5ca7b3f086,warmuuh_libsass-maven-plugin__5ca7b3f086__src_main_java_wrm_CompilationMojo.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_model_GUIBackend.java,git,clean,,FP,clean,,FP,unchanged
pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_utils_ControllerSettings.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,winder_universal-g-code-sender__bc742cb4c4,winder_universal-g-code-sender__bc742cb4c4__ugs-core_src_com_willwinder_universalgcodesender_GrblController.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,winder_universal-g-code-sender__c93fec43ee,winder_universal-g-code-sender__c93fec43ee__ugs-core_src_com_willwinder_universalgcodesender_gcode_util_CommandProcessorLoader.java,mergiraf,clean,,FP,clean,,FP,unchanged
pos,xebia_xebium__2808ba14a8,xebia_xebium__2808ba14a8__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,git,clean,,FP,clean,,FP,unchanged
pos,xebia_xebium__a82603c978,xebia_xebium__a82603c978__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,adoptopenjdk_mjprof__44b7a2b3db,adoptopenjdk_mjprof__44b7a2b3db__src_main_java_com_performizeit_mjstack_MJStack.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcChannelExecutor.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcStreamingCall.java,mergiraf,conflict,semantic,TN,clean,,TP,postfix2-fix (5ed92a2+f964354)
ctl,aerospike_aerospike-client-java__dfa7c50814,aerospike_aerospike-client-java__dfa7c50814__test_src_com_aerospike_test_util_Args.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,aleksandr-m_gitflow-maven-plugin__7482fdb5b6,aleksandr-m_gitflow-maven-plugin__7482fdb5b6__src_main_java_com_amashchenko_maven_plugin_gitflow_AbstractGitFlowMojo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d__src_main_java_com_github_alexcojocaru_mojo_elasticsearch_v2_StopMojo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_LogEventConvert.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_SimpleDdlParser.java,git,clean,,TP,clean,,TP,unchanged
ctl,andrewphorn_classicube-client__645941b423,andrewphorn_classicube-client__645941b423__src_main_java_com_mojang_minecraft_gui_FontRenderer.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,anjuke_hwi__93f975a6d0,anjuke_hwi__93f975a6d0__src_main_java_org_apache_hadoop_hive_hwi_servlet_RQuery.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_commons-csv__2e851bc960,apache_commons-csv__2e851bc960__src_test_java_org_apache_commons_csv_CSVParserTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_commons-ognl__c1132d8fb3,apache_commons-ognl__c1132d8fb3__src_main_java_org_apache_commons_ognl_internal_entry_PropertyDescriptorCacheEntryFactory.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,apache_maven-enforcer__f4f8c2559e,apache_maven-enforcer__f4f8c2559e__enforcer-rules_src_main_java_org_apache_maven_plugins_enforcer_AbstractBanDependencies.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_metamodel__f9f2bc07f3,apache_metamodel__f9f2bc07f3__core_src_main_java_org_apache_metamodel_query_parser_QueryPartParser.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_metamodel__f9f2bc07f3,apache_metamodel__f9f2bc07f3__core_src_test_java_org_apache_metamodel_query_parser_QueryParserTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_roller__d362f5d1ee,apache_roller__d362f5d1ee__app_src_main_java_org_apache_roller_weblogger_business_search_IndexManagerImpl.java,git,clean,,TP,clean,,TP,unchanged
ctl,apache_tomcat-maven-plugin__74e25e53e8,apache_tomcat-maven-plugin__74e25e53e8__tomcat7-war-runner_src_main_java_org_apache_tomcat_maven_runner_Tomcat7Runner.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,apache_tomcat-maven-plugin__74e25e53e8,apache_tomcat-maven-plugin__74e25e53e8__tomcat7-war-runner_src_main_java_org_apache_tomcat_maven_runner_Tomcat7RunnerCli.java,git,clean,,TP,clean,,TP,unchanged
ctl,bronx_saci-vraptor__cb9355ed08,bronx_saci-vraptor__cb9355ed08__src_main_java_net_diegomaia_vraptor_saci_component_startup_PageHandler.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,brunoribeiro_sql-parser__a1ddf59b7c,brunoribeiro_sql-parser__a1ddf59b7c__src_main_java_com_akiban_sql_unparser_NodeToString.java,git,clean,,TP,clean,,TP,unchanged
ctl,bserdar_jcliff__206c63ba6f,bserdar_jcliff__206c63ba6f__src_main_java_com_redhat_jcliff_Main.java,git,clean,,TP,clean,,TP,unchanged
ctl,buddycloud_buddycloud-server-java__e05c0ee54a,buddycloud_buddycloud-server-java__e05c0ee54a__src_main_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_set_Publish.java,git,clean,,TP,clean,,TP,unchanged
ctl,chrsan_css-selectors__0f725a05d1,chrsan_css-selectors__0f725a05d1__src_main_java_se_fishtank_css_selectors_dom_internal_PseudoContainsSpecifierChecker.java,git,clean,,TP,clean,,TP,unchanged
ctl,citytechinc_cq-component-maven-plugin__2fb3c23f39,citytechinc_cq-component-maven-plugin__2fb3c23f39__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_impl_SelectionWidget.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,citytechinc_cq-component-maven-plugin__2fb3c23f39,citytechinc_cq-component-maven-plugin__2fb3c23f39__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_maker_impl_SelectionWidgetMaker.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,citytechinc_cq-component-maven-plugin__79dfb91780,citytechinc_cq-component-maven-plugin__79dfb91780__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_impl_SelectionWidget.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,clickntap_vimeo__85bd093b58,clickntap_vimeo__85bd093b58__src_main_java_com_clickntap_vimeo_Vimeo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,clickntap_vimeo__cedaf74fc7,clickntap_vimeo__cedaf74fc7__src_main_java_com_clickntap_vimeo_Vimeo.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,clojure_clojure__c862603a33,clojure_clojure__c862603a33__src_jvm_clojure_lang_Compiler.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,cloudfoundry_cf-java-client__0d588aa1e7,cloudfoundry_cf-java-client__0d588aa1e7__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor_util_Operator.java,mergiraf,conflict,semantic,TN,clean,,TP,postfix2-fix (5ed92a2+f964354)
ctl,cloudfoundry_cf-java-client__f994a25985,cloudfoundry_cf-java-client__f994a25985__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor_util_Operator.java,mergiraf,conflict,semantic,TN,clean,,TP,postfix2-fix (5ed92a2+f964354)
ctl,cloudfoundry_cf-java-client__f994a25985,cloudfoundry_cf-java-client__f994a25985__cloudfoundry-client-reactor_src_test_java_org_cloudfoundry_reactor_util_ErrorPayloadMappersTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,cloudslang_score__49b00c4bf9,cloudslang_score__49b00c4bf9__runtime-management_runtime-management-impl_src_main_java_io_cloudslang_runtime_impl_python_PythonExecutor.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,coutume_imageonmap__20d2a60d29,coutume_imageonmap__20d2a60d29__src_main_java_fr_moribus_imageonmap_ui_MapItemManager.java,git,clean,,TP,clean,,TP,unchanged
ctl,dankurka_gwtphonegap__e19aa67e33,dankurka_gwtphonegap__e19aa67e33__src_main_java_com_googlecode_gwtphonegap_client_notification_NotificationBrowserImpl.java,git,clean,,TP,clean,,TP,unchanged
ctl,davidmoten_rxjava-slf4j__fbe2fde40f,davidmoten_rxjava-slf4j__fbe2fde40f__src_test_java_com_github_davidmoten_rx_slf4j_LoggingTest.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,douglasrodrigo_bfmapper__b0056fd6f8,douglasrodrigo_bfmapper__b0056fd6f8__src_main_java_br_com_bfmapper_Mapping.java,git,clean,,TP,clean,,TP,unchanged
ctl,dspace_dspace__0a0cf18c36,dspace_dspace__0a0cf18c36__dspace-server-webapp_src_test_java_org_dspace_app_rest_ExternalSourcesRestControllerIT.java,git,clean,,TP,clean,,TP,unchanged
ctl,dspace_dspace__2e3c4f033d,dspace_dspace__2e3c4f033d__dspace-api_src_main_java_org_dspace_curate_CitationPage.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,dspace_dspace__eb28c639a0,dspace_dspace__eb28c639a0__dspace-server-webapp_src_main_java_org_dspace_app_rest_repository_DiscoveryRestRepository.java,mergiraf,clean,,TP,clean,,TP,unchanged
